,Entity,Code,Year,Solar (% equivalent primary energy)
770,Canada,CAN,1972,0.0
771,Canada,CAN,1973,0.0
772,Canada,CAN,1974,0.0
773,Canada,CAN,1975,0.0
774,Canada,CAN,1976,0.0
775,Canada,CAN,1977,0.0
776,Canada,CAN,1978,0.0
777,Canada,CAN,1979,0.0
778,Canada,CAN,1980,0.0
779,Canada,CAN,1981,0.0
780,Canada,CAN,1982,0.0
781,Canada,CAN,1983,0.0
782,Canada,CAN,1984,0.0
783,Canada,CAN,1985,0.0
784,Canada,CAN,1986,0.0
785,Canada,CAN,1987,0.0
786,Canada,CAN,1988,0.0
787,Canada,CAN,1989,0.0
788,Canada,CAN,1990,0.0
789,Canada,CAN,1991,0.0
790,Canada,CAN,1992,0.0001961274
791,Canada,CAN,1993,0.00019129939
792,Canada,CAN,1994,0.00018427888
793,Canada,CAN,1995,0.00033593999
794,Canada,CAN,1996,0.00050213764
795,Canada,CAN,1997,0.00058877433
796,Canada,CAN,1998,0.00086834177
797,Canada,CAN,1999,0.0011044745
798,Canada,CAN,2000,0.0013312428
799,Canada,CAN,2001,0.001610227
800,Canada,CAN,2002,0.0017968575
801,Canada,CAN,2003,0.0017809713
802,Canada,CAN,2004,0.0010907815
803,Canada,CAN,2005,0.001283279
804,Canada,CAN,2006,0.0015840593
805,Canada,CAN,2007,0.0018773943
806,Canada,CAN,2008,0.0025417854
807,Canada,CAN,2009,0.008187654
808,Canada,CAN,2010,0.018889913
809,Canada,CAN,2011,0.04047138
810,Canada,CAN,2012,0.061776057
811,Canada,CAN,2013,0.10202179
812,Canada,CAN,2014,0.1430604
813,Canada,CAN,2015,0.19292669
814,Canada,CAN,2016,0.2708632
815,Canada,CAN,2017,0.2348336
816,Canada,CAN,2018,0.2459769
817,Canada,CAN,2019,0.26462185
818,Canada,CAN,2020,0.29278252
819,Canada,CAN,2021,0.3489035
820,Central America,,1971,0.0
821,Central America,,1972,0.0
822,Central America,,1973,0.0
823,Central America,,1974,0.0
824,Central America,,1975,0.0
825,Central America,,1976,0.0
826,Central America,,1977,0.0
827,Central America,,1978,0.0
828,Central America,,1979,0.0
829,Central America,,1980,0.0
830,Central America,,1981,0.0
831,Central America,,1982,0.0
832,Central America,,1983,0.0
833,Central America,,1984,0.0
834,Central America,,1985,0.0
835,Central America,,1986,0.0
836,Central America,,1987,0.0
837,Central America,,1988,0.0
838,Central America,,1989,0.0
839,Central America,,1990,0.0
840,Central America,,1991,0.0
841,Central America,,1992,0.0
842,Central America,,1993,0.0
843,Central America,,1994,0.0
844,Central America,,1995,0.0
845,Central America,,1996,0.0
846,Central America,,1997,0.0
847,Central America,,1998,0.0
848,Central America,,1999,0.0
849,Central America,,2000,0.0
850,Central America,,2001,0.0
851,Central America,,2002,0.0
852,Central America,,2003,0.0
853,Central America,,2004,0.0
854,Central America,,2005,0.0006353359
855,Central America,,2006,0.000710761
856,Central America,,2007,0.00068521954
857,Central America,,2008,0.00066734594
858,Central America,,2009,0.0007506652
859,Central America,,2010,0.0009953044
860,Central America,,2011,0.0011539281
861,Central America,,2012,0.0018137476
862,Central America,,2013,0.002652506
863,Central America,,2014,0.010850685
864,Central America,,2015,0.45566437
865,Central America,,2016,0.85895646
866,Central America,,2017,1.0312401
867,Central America,,2018,1.2792969
868,Central America,,2019,1.5074263
869,Central America,,2020,1.9129244
870,Central America,,2021,1.9843658
871,Chile,CHL,1965,0.0
872,Chile,CHL,1966,0.0
873,Chile,CHL,1967,0.0
874,Chile,CHL,1968,0.0
875,Chile,CHL,1969,0.0
876,Chile,CHL,1970,0.0
877,Chile,CHL,1971,0.0
878,Chile,CHL,1972,0.0
879,Chile,CHL,1973,0.0
880,Chile,CHL,1974,0.0
881,Chile,CHL,1975,0.0
882,Chile,CHL,1976,0.0
883,Chile,CHL,1977,0.0
884,Chile,CHL,1978,0.0
885,Chile,CHL,1979,0.0
886,Chile,CHL,1980,0.0
887,Chile,CHL,1981,0.0
888,Chile,CHL,1982,0.0
889,Chile,CHL,1983,0.0
890,Chile,CHL,1984,0.0
891,Chile,CHL,1985,0.0
892,Chile,CHL,1986,0.0
893,Chile,CHL,1987,0.0
894,Chile,CHL,1988,0.0
895,Chile,CHL,1989,0.0
896,Chile,CHL,1990,0.0
897,Chile,CHL,1991,0.0
898,Chile,CHL,1992,0.0
899,Chile,CHL,1993,0.0
900,Chile,CHL,1994,0.0
901,Chile,CHL,1995,0.0
902,Chile,CHL,1996,0.0
903,Chile,CHL,1997,0.0
904,Chile,CHL,1998,0.0
905,Chile,CHL,1999,0.0
906,Chile,CHL,2000,0.0
907,Chile,CHL,2001,0.0
908,Chile,CHL,2002,0.0
909,Chile,CHL,2003,0.0
910,Chile,CHL,2004,0.0
911,Chile,CHL,2005,0.0
912,Chile,CHL,2006,0.0
913,Chile,CHL,2007,0.0
914,Chile,CHL,2008,0.0
915,Chile,CHL,2009,0.0
916,Chile,CHL,2010,0.0
917,Chile,CHL,2011,0.0
918,Chile,CHL,2012,0.00022369338
919,Chile,CHL,2013,0.004364806
920,Chile,CHL,2014,0.30048275
921,Chile,CHL,2015,0.8649482
922,Chile,CHL,2016,1.5364845
923,Chile,CHL,2017,2.3112252
924,Chile,CHL,2018,2.8931642
925,Chile,CHL,2019,3.4458067
926,Chile,CHL,2020,4.4446054
927,Chile,CHL,2021,5.9992795
928,China,CHN,1965,0.0
929,China,CHN,1966,0.0
930,China,CHN,1967,0.0
931,China,CHN,1968,0.0
932,China,CHN,1969,0.0
933,China,CHN,1970,0.0
934,China,CHN,1971,0.0
935,China,CHN,1972,0.0
936,China,CHN,1973,0.0
937,China,CHN,1974,0.0
938,China,CHN,1975,0.0
939,China,CHN,1976,0.0
940,China,CHN,1977,0.0
941,China,CHN,1978,0.0
942,China,CHN,1979,0.0
943,China,CHN,1980,0.0
944,China,CHN,1981,0.0
945,China,CHN,1982,0.0
946,China,CHN,1983,0.0
947,China,CHN,1984,0.0
948,China,CHN,1985,0.0
949,China,CHN,1986,0.0
950,China,CHN,1987,0.0
951,China,CHN,1988,0.0
952,China,CHN,1989,0.0
953,China,CHN,1990,7.453365
954,China,CHN,1991,7.096357
955,China,CHN,1992,0.00010099618
956,China,CHN,1993,0.00012511939
957,China,CHN,1994,0.00014705995
958,China,CHN,1995,0.00019989497
959,China,CHN,1996,0.00024397188
960,China,CHN,1997,0.00029620752
961,China,CHN,1998,0.00037632405
962,China,CHN,1999,0.0004414947
963,China,CHN,2000,0.0005512908
964,China,CHN,2001,0.0007303202
965,China,CHN,2002,0.0010316577
966,China,CHN,2003,0.0011733418
967,China,CHN,2004,0.0011832295
968,China,CHN,2005,0.0011438854
969,China,CHN,2006,0.001172809
970,China,CHN,2007,0.0012868581
971,China,CHN,2008,0.0016416038
972,China,CHN,2009,0.0028689185
973,China,CHN,2010,0.006696733
974,China,CHN,2011,0.022978827
975,China,CHN,2012,0.030214002
976,China,CHN,2013,0.067426264
977,China,CHN,2014,0.18284759
978,China,CHN,2015,0.30133498
979,China,CHN,2016,0.49642125
980,China,CHN,2017,0.84473693
981,China,CHN,2018,1.2131844
982,China,CHN,2019,1.4769387
983,China,CHN,2020,1.672719
984,China,CHN,2021,1.9539526
985,Colombia,COL,1965,0.0
986,Colombia,COL,1966,0.0
987,Colombia,COL,1967,0.0
988,Colombia,COL,1968,0.0
989,Colombia,COL,1969,0.0
990,Colombia,COL,1970,0.0
991,Colombia,COL,1971,0.0
992,Colombia,COL,1972,0.0
993,Colombia,COL,1973,0.0
994,Colombia,COL,1974,0.0
995,Colombia,COL,1975,0.0
996,Colombia,COL,1976,0.0
997,Colombia,COL,1977,0.0
998,Colombia,COL,1978,0.0
999,Colombia,COL,1979,0.0
1000,Colombia,COL,1980,0.0
1001,Colombia,COL,1981,0.0
1002,Colombia,COL,1982,0.0
1003,Colombia,COL,1983,0.0
1004,Colombia,COL,1984,0.0
1005,Colombia,COL,1985,0.0
1006,Colombia,COL,1986,0.0
1007,Colombia,COL,1987,0.0
1008,Colombia,COL,1988,0.0
1009,Colombia,COL,1989,0.0
1010,Colombia,COL,1990,0.0
1011,Colombia,COL,1991,0.0
1012,Colombia,COL,1992,0.0
1013,Colombia,COL,1993,0.0
1014,Colombia,COL,1994,0.0
1015,Colombia,COL,1995,0.0
1016,Colombia,COL,1996,0.0
1017,Colombia,COL,1997,0.0
1018,Colombia,COL,1998,0.0
1019,Colombia,COL,1999,0.0
1020,Colombia,COL,2000,0.0017268311
1021,Colombia,COL,2001,0.0025363106
1022,Colombia,COL,2002,0.004408642
1023,Colombia,COL,2003,0.0058253147
1024,Colombia,COL,2004,0.007052876
1025,Colombia,COL,2005,0.008377651
1026,Colombia,COL,2006,0.0
1027,Colombia,COL,2007,0.0
1028,Colombia,COL,2008,0.0
1029,Colombia,COL,2009,0.0
1030,Colombia,COL,2010,0.0
1031,Colombia,COL,2011,0.0
1032,Colombia,COL,2012,0.0
1033,Colombia,COL,2013,0.0
1034,Colombia,COL,2014,0.0
1035,Colombia,COL,2015,0.0
1036,Colombia,COL,2016,0.0
1037,Colombia,COL,2017,0.0026094727
1038,Colombia,COL,2018,0.006106545
1039,Colombia,COL,2019,0.0649473
1040,Colombia,COL,2020,0.10406679
1041,Colombia,COL,2021,0.15540227
1042,Croatia,HRV,1990,0.0
1043,Croatia,HRV,1991,0.0
1044,Croatia,HRV,1992,0.0
1045,Croatia,HRV,1993,0.0
1046,Croatia,HRV,1994,0.0
1047,Croatia,HRV,1995,0.0
1048,Croatia,HRV,1996,0.0
1049,Croatia,HRV,1997,0.0
1050,Croatia,HRV,1998,0.0
1051,Croatia,HRV,1999,0.0
1052,Croatia,HRV,2000,0.0
1053,Croatia,HRV,2001,0.0
1054,Croatia,HRV,2002,0.0
1055,Croatia,HRV,2003,0.0
1056,Croatia,HRV,2004,0.0
1057,Croatia,HRV,2005,0.0
1058,Croatia,HRV,2006,0.0
1059,Croatia,HRV,2007,0.0
1060,Croatia,HRV,2008,0.0
1061,Croatia,HRV,2009,4.329448
1062,Croatia,HRV,2010,4.233518
1063,Croatia,HRV,2011,4.8230708
1064,Croatia,HRV,2012,0.0062471954
1065,Croatia,HRV,2013,0.032039724
1066,Croatia,HRV,2014,0.098756656
1067,Croatia,HRV,2015,0.16863999
1068,Croatia,HRV,2016,0.1865094
1069,Croatia,HRV,2017,0.22097076
1070,Croatia,HRV,2018,0.2018787
1071,Croatia,HRV,2019,0.2286211
1072,Croatia,HRV,2020,0.27447444
1073,Croatia,HRV,2021,0.25612158
1074,Cyprus,CYP,1965,0.0
1075,Cyprus,CYP,1966,0.0
1076,Cyprus,CYP,1967,0.0
1077,Cyprus,CYP,1968,0.0
1078,Cyprus,CYP,1969,0.0
1079,Cyprus,CYP,1970,0.0
1080,Cyprus,CYP,1971,0.0
1081,Cyprus,CYP,1972,0.0
1082,Cyprus,CYP,1973,0.0
1083,Cyprus,CYP,1974,0.0
1084,Cyprus,CYP,1975,0.0
1085,Cyprus,CYP,1976,0.0
1086,Cyprus,CYP,1977,0.0
1087,Cyprus,CYP,1978,0.0
1088,Cyprus,CYP,1979,0.0
1089,Cyprus,CYP,1980,0.0
1090,Cyprus,CYP,1981,0.0
1091,Cyprus,CYP,1982,0.0
1092,Cyprus,CYP,1983,0.0
1093,Cyprus,CYP,1984,0.0
1094,Cyprus,CYP,1985,0.0
1095,Cyprus,CYP,1986,0.0
1096,Cyprus,CYP,1987,0.0
1097,Cyprus,CYP,1988,0.0
1098,Cyprus,CYP,1989,0.0
1099,Cyprus,CYP,1990,0.0
1100,Cyprus,CYP,1991,0.0
1101,Cyprus,CYP,1992,0.0
1102,Cyprus,CYP,1993,0.0
1103,Cyprus,CYP,1994,0.0
1104,Cyprus,CYP,1995,0.0
1105,Cyprus,CYP,1996,0.0
1106,Cyprus,CYP,1997,0.0
1107,Cyprus,CYP,1998,0.0
1108,Cyprus,CYP,1999,0.0
1109,Cyprus,CYP,2000,0.0
1110,Cyprus,CYP,2001,0.0
1111,Cyprus,CYP,2002,0.0
1112,Cyprus,CYP,2003,0.0
1113,Cyprus,CYP,2004,0.003691445
1114,Cyprus,CYP,2005,0.0046279384
1115,Cyprus,CYP,2006,0.008314299
1116,Cyprus,CYP,2007,0.013973603
1117,Cyprus,CYP,2008,0.02347399
1118,Cyprus,CYP,2009,0.031901516
1119,Cyprus,CYP,2010,0.05701388
1120,Cyprus,CYP,2011,0.0981579
1121,Cyprus,CYP,2012,0.190864
1122,Cyprus,CYP,2013,0.4529764
1123,Cyprus,CYP,2014,0.8004432
1124,Cyprus,CYP,2015,1.1687349
1125,Cyprus,CYP,2016,1.2309911
1126,Cyprus,CYP,2017,1.4044658
1127,Cyprus,CYP,2018,1.563451
1128,Cyprus,CYP,2019,1.7706491
1129,Cyprus,CYP,2020,2.7451065
1130,Cyprus,CYP,2021,4.1613703
1131,Czechia,CZE,1965,0.0
1132,Czechia,CZE,1966,0.0
1133,Czechia,CZE,1967,0.0
1134,Czechia,CZE,1968,0.0
1135,Czechia,CZE,1969,0.0
1136,Czechia,CZE,1970,0.0
1137,Czechia,CZE,1971,0.0
1138,Czechia,CZE,1972,0.0
1139,Czechia,CZE,1973,0.0
1140,Czechia,CZE,1974,0.0
1141,Czechia,CZE,1975,0.0
1142,Czechia,CZE,1976,0.0
1143,Czechia,CZE,1977,0.0
1144,Czechia,CZE,1978,0.0
1145,Czechia,CZE,1979,0.0
1146,Czechia,CZE,1980,0.0
1147,Czechia,CZE,1981,0.0
1148,Czechia,CZE,1982,0.0
1149,Czechia,CZE,1983,0.0
1150,Czechia,CZE,1984,0.0
1151,Czechia,CZE,1985,0.0
1152,Czechia,CZE,1986,0.0
1153,Czechia,CZE,1987,0.0
1154,Czechia,CZE,1988,0.0
1155,Czechia,CZE,1989,0.0
1156,Czechia,CZE,1990,0.0
1157,Czechia,CZE,1991,0.0
1158,Czechia,CZE,1992,0.0
1159,Czechia,CZE,1993,0.0
1160,Czechia,CZE,1994,0.0
1161,Czechia,CZE,1995,0.0
1162,Czechia,CZE,1996,0.0
1163,Czechia,CZE,1997,0.0
1164,Czechia,CZE,1998,0.0
1165,Czechia,CZE,1999,0.0
1166,Czechia,CZE,2000,0.0
1167,Czechia,CZE,2001,0.0
1168,Czechia,CZE,2002,0.0
1169,Czechia,CZE,2003,0.0
1170,Czechia,CZE,2004,5.4775934
1171,Czechia,CZE,2005,3.749231
1172,Czechia,CZE,2006,9.129176
1173,Czechia,CZE,2007,0.00094952894
1174,Czechia,CZE,2008,0.007077609
1175,Czechia,CZE,2009,0.05032167
1176,Czechia,CZE,2010,0.33273748
1177,Czechia,CZE,2011,1.1632699
1178,Czechia,CZE,2012,1.1922786
1179,Czechia,CZE,2013,1.1504252
1180,Czechia,CZE,2014,1.1983652
1181,Czechia,CZE,2015,1.2951562
1182,Czechia,CZE,2016,1.2286695
1183,Czechia,CZE,2017,1.2023597
1184,Czechia,CZE,2018,1.2791325
1185,Czechia,CZE,2019,1.2609344
1186,Czechia,CZE,2020,1.3265824
1187,Czechia,CZE,2021,1.2075986
1188,Denmark,DNK,1965,0.0
1189,Denmark,DNK,1966,0.0
1190,Denmark,DNK,1967,0.0
1191,Denmark,DNK,1968,0.0
1192,Denmark,DNK,1969,0.0
1193,Denmark,DNK,1970,0.0
1194,Denmark,DNK,1971,0.0
1195,Denmark,DNK,1972,0.0
1196,Denmark,DNK,1973,0.0
1197,Denmark,DNK,1974,0.0
1198,Denmark,DNK,1975,0.0
1199,Denmark,DNK,1976,0.0
1200,Denmark,DNK,1977,0.0
1201,Denmark,DNK,1978,0.0
1202,Denmark,DNK,1979,0.0
1203,Denmark,DNK,1980,0.0
1204,Denmark,DNK,1981,0.0
1205,Denmark,DNK,1982,0.0
1206,Denmark,DNK,1983,0.0
1207,Denmark,DNK,1984,0.0
1208,Denmark,DNK,1985,0.0
1209,Denmark,DNK,1986,0.0
1210,Denmark,DNK,1987,0.0
1211,Denmark,DNK,1988,0.0
1212,Denmark,DNK,1989,0.0
1213,Denmark,DNK,1990,0.0
1214,Denmark,DNK,1991,0.0
1215,Denmark,DNK,1992,0.0
1216,Denmark,DNK,1993,0.0
1217,Denmark,DNK,1994,0.0
1218,Denmark,DNK,1995,0.0
1219,Denmark,DNK,1996,0.00016481409
1220,Denmark,DNK,1997,0.00035910713
1221,Denmark,DNK,1998,0.0004664461
1222,Denmark,DNK,1999,0.0010578296
1223,Denmark,DNK,2000,0.0015032829
1224,Denmark,DNK,2001,0.0014871553
1225,Denmark,DNK,2002,0.0015839129
1226,Denmark,DNK,2003,0.0017304479
1227,Denmark,DNK,2004,0.0021955378
1228,Denmark,DNK,2005,0.002654629
1229,Denmark,DNK,2006,0.0024550948
1230,Denmark,DNK,2007,0.0028949417
1231,Denmark,DNK,2008,0.0031377298
1232,Denmark,DNK,2009,0.0047426005
1233,Denmark,DNK,2010,0.007354345
1234,Denmark,DNK,2011,0.01897498
1235,Denmark,DNK,2012,0.13966602
1236,Denmark,DNK,2013,0.6622653
1237,Denmark,DNK,2014,0.78205
1238,Denmark,DNK,2015,0.8163053
1239,Denmark,DNK,2016,0.98979145
1240,Denmark,DNK,2017,0.9881272
1241,Denmark,DNK,2018,1.2642307
1242,Denmark,DNK,2019,1.2981805
1243,Denmark,DNK,2020,1.7794024
1244,Denmark,DNK,2021,1.7925481
1245,Eastern Africa,,1971,0.0
1246,Eastern Africa,,1972,0.0
1247,Eastern Africa,,1973,0.0
1248,Eastern Africa,,1974,0.0
1249,Eastern Africa,,1975,0.0
1250,Eastern Africa,,1976,0.0
1251,Eastern Africa,,1977,0.0
1252,Eastern Africa,,1978,0.0
1253,Eastern Africa,,1979,0.0
1254,Eastern Africa,,1980,0.0
1255,Eastern Africa,,1981,0.0
1256,Eastern Africa,,1982,0.0
1257,Eastern Africa,,1983,0.0
1258,Eastern Africa,,1984,0.0
1259,Eastern Africa,,1985,0.0
1260,Eastern Africa,,1986,0.0
1261,Eastern Africa,,1987,0.0
1262,Eastern Africa,,1988,0.0
1263,Eastern Africa,,1989,0.0
1264,Eastern Africa,,1990,0.0
1265,Eastern Africa,,1991,0.0
1266,Eastern Africa,,1992,0.0
1267,Eastern Africa,,1993,0.0
1268,Eastern Africa,,1994,0.0
1269,Eastern Africa,,1995,0.0
1270,Eastern Africa,,1996,0.0
1271,Eastern Africa,,1997,0.0
1272,Eastern Africa,,1998,0.0
1273,Eastern Africa,,1999,0.0
1274,Eastern Africa,,2000,0.0
1275,Eastern Africa,,2001,0.0001608052
1276,Eastern Africa,,2002,0.00031288038
1277,Eastern Africa,,2003,0.00030717874
1278,Eastern Africa,,2004,0.0005721774
1279,Eastern Africa,,2005,0.0010900795
1280,Eastern Africa,,2006,0.004036757
1281,Eastern Africa,,2007,0.0072973054
1282,Eastern Africa,,2008,0.0138086965
1283,Eastern Africa,,2009,0.022799423
1284,Eastern Africa,,2010,0.06064632
1285,Eastern Africa,,2011,0.10576045
1286,Eastern Africa,,2012,0.14314196
1287,Eastern Africa,,2013,0.1635785
1288,Eastern Africa,,2014,0.19447306
1289,Eastern Africa,,2015,0.21288824
1290,Eastern Africa,,2016,0.24608041
1291,Eastern Africa,,2017,0.26360363
1292,Eastern Africa,,2018,0.29677477
1293,Eastern Africa,,2019,0.4253612
1294,Eastern Africa,,2020,0.50665605
1295,Eastern Africa,,2021,0.54550385
1296,Ecuador,ECU,1965,0.0
1297,Ecuador,ECU,1966,0.0
1298,Ecuador,ECU,1967,0.0
1299,Ecuador,ECU,1968,0.0
1300,Ecuador,ECU,1969,0.0
1301,Ecuador,ECU,1970,0.0
1302,Ecuador,ECU,1971,0.0
1303,Ecuador,ECU,1972,0.0
1304,Ecuador,ECU,1973,0.0
1305,Ecuador,ECU,1974,0.0
1306,Ecuador,ECU,1975,0.0
1307,Ecuador,ECU,1976,0.0
1308,Ecuador,ECU,1977,0.0
1309,Ecuador,ECU,1978,0.0
1310,Ecuador,ECU,1979,0.0
1311,Ecuador,ECU,1980,0.0
1312,Ecuador,ECU,1981,0.0
1313,Ecuador,ECU,1982,0.0
1314,Ecuador,ECU,1983,0.0
1315,Ecuador,ECU,1984,0.0
1316,Ecuador,ECU,1985,0.0
1317,Ecuador,ECU,1986,0.0
1318,Ecuador,ECU,1987,0.0
1319,Ecuador,ECU,1988,0.0
1320,Ecuador,ECU,1989,0.0
1321,Ecuador,ECU,1990,0.0
1322,Ecuador,ECU,1991,0.0
1323,Ecuador,ECU,1992,0.0
1324,Ecuador,ECU,1993,0.0
1325,Ecuador,ECU,1994,0.0
1326,Ecuador,ECU,1995,0.0
1327,Ecuador,ECU,1996,0.0
1328,Ecuador,ECU,1997,0.0
1329,Ecuador,ECU,1998,0.0
1330,Ecuador,ECU,1999,0.0
1331,Ecuador,ECU,2000,0.0
1332,Ecuador,ECU,2001,0.0
1333,Ecuador,ECU,2002,0.0
1334,Ecuador,ECU,2003,0.0
1335,Ecuador,ECU,2004,0.0
1336,Ecuador,ECU,2005,2.9451741
1337,Ecuador,ECU,2006,3.306731
1338,Ecuador,ECU,2007,3.8277773
1339,Ecuador,ECU,2008,5.2343195
1340,Ecuador,ECU,2009,1.573619
1341,Ecuador,ECU,2010,0.0
1342,Ecuador,ECU,2011,9.7347904
1343,Ecuador,ECU,2012,0.0005126482
1344,Ecuador,ECU,2013,0.005555272
1345,Ecuador,ECU,2014,0.023680836
1346,Ecuador,ECU,2015,0.051637884
1347,Ecuador,ECU,2016,0.05536069
1348,Ecuador,ECU,2017,0.051265407
1349,Ecuador,ECU,2018,0.048932124
1350,Ecuador,ECU,2019,0.20764291
1351,Ecuador,ECU,2020,0.054384667
1352,Ecuador,ECU,2021,0.045565866
1353,Egypt,EGY,1965,0.0
1354,Egypt,EGY,1966,0.0
1355,Egypt,EGY,1967,0.0
1356,Egypt,EGY,1968,0.0
1357,Egypt,EGY,1969,0.0
1358,Egypt,EGY,1970,0.0
1359,Egypt,EGY,1971,0.0
1360,Egypt,EGY,1972,0.0
1361,Egypt,EGY,1973,0.0
1362,Egypt,EGY,1974,0.0
1363,Egypt,EGY,1975,0.0
1364,Egypt,EGY,1976,0.0
1365,Egypt,EGY,1977,0.0
1366,Egypt,EGY,1978,0.0
1367,Egypt,EGY,1979,0.0
1368,Egypt,EGY,1980,0.0
1369,Egypt,EGY,1981,0.0
1370,Egypt,EGY,1982,0.0
1371,Egypt,EGY,1983,0.0
1372,Egypt,EGY,1984,0.0
1373,Egypt,EGY,1985,0.0
1374,Egypt,EGY,1986,0.0
1375,Egypt,EGY,1987,0.0
1376,Egypt,EGY,1988,0.0
1377,Egypt,EGY,1989,0.0
1378,Egypt,EGY,1990,0.0
1379,Egypt,EGY,1991,0.0
1380,Egypt,EGY,1992,0.0
1381,Egypt,EGY,1993,0.0
1382,Egypt,EGY,1994,0.0
1383,Egypt,EGY,1995,0.0
1384,Egypt,EGY,1996,0.0
1385,Egypt,EGY,1997,0.0
1386,Egypt,EGY,1998,0.0
1387,Egypt,EGY,1999,0.0
1388,Egypt,EGY,2000,0.00010406893
1389,Egypt,EGY,2001,0.00044570753
1390,Egypt,EGY,2002,0.00047795105
1391,Egypt,EGY,2003,0.00044720224
1392,Egypt,EGY,2004,0.00042355733
1393,Egypt,EGY,2005,0.00040907113
1394,Egypt,EGY,2006,0.00038462703
1395,Egypt,EGY,2007,0.00043193705
1396,Egypt,EGY,2008,0.0005075774
1397,Egypt,EGY,2009,0.00071243965
1398,Egypt,EGY,2010,0.007814077
1399,Egypt,EGY,2011,0.07192159
1400,Egypt,EGY,2012,0.14176217
1401,Egypt,EGY,2013,0.0071607507
1402,Egypt,EGY,2014,0.039549865
1403,Egypt,EGY,2015,0.011639636
1404,Egypt,EGY,2016,0.060978286
1405,Egypt,EGY,2017,0.15044034
1406,Egypt,EGY,2018,0.13714299
1407,Egypt,EGY,2019,0.37487203
1408,Egypt,EGY,2020,0.7572938
1409,Egypt,EGY,2021,0.70233655
1410,Estonia,EST,1990,0.0
1411,Estonia,EST,1991,0.0
1412,Estonia,EST,1992,0.0
1413,Estonia,EST,1993,0.0
1414,Estonia,EST,1994,0.0
1415,Estonia,EST,1995,0.0
1416,Estonia,EST,1996,0.0
1417,Estonia,EST,1997,0.0
1418,Estonia,EST,1998,0.0
1419,Estonia,EST,1999,0.0
1420,Estonia,EST,2000,0.0
1421,Estonia,EST,2001,0.0
1422,Estonia,EST,2002,0.0
1423,Estonia,EST,2003,0.0
1424,Estonia,EST,2004,0.0
1425,Estonia,EST,2005,0.0
1426,Estonia,EST,2006,0.0
1427,Estonia,EST,2007,0.0
1428,Estonia,EST,2008,0.0
1429,Estonia,EST,2009,0.00047780722
1430,Estonia,EST,2010,0.00037936436
1431,Estonia,EST,2011,0.00075760984
1432,Estonia,EST,2012,0.0011189323
1433,Estonia,EST,2013,0.004918743
1434,Estonia,EST,2014,0.011339687
1435,Estonia,EST,2015,0.023223964
1436,Estonia,EST,2016,0.03673149
1437,Estonia,EST,2017,0.049281567
1438,Estonia,EST,2018,0.104953036
1439,Estonia,EST,2019,0.30970055
1440,Estonia,EST,2020,0.5676773
1441,Estonia,EST,2021,1.0014476
1442,Europe,,1965,0.0
1443,Europe,,1966,0.0
1444,Europe,,1967,0.0
1445,Europe,,1968,0.0
1446,Europe,,1969,0.0
1447,Europe,,1970,0.0
1448,Europe,,1971,0.0
1449,Europe,,1972,0.0
1450,Europe,,1973,0.0
1451,Europe,,1974,0.0
1452,Europe,,1975,0.0
1453,Europe,,1976,0.0
1454,Europe,,1977,0.0
1455,Europe,,1978,0.0
1456,Europe,,1979,0.0
1457,Europe,,1980,0.0
1458,Europe,,1981,0.0
1459,Europe,,1982,0.0
1460,Europe,,1983,0.0
1461,Europe,,1984,8.696461
1462,Europe,,1985,8.9800915
1463,Europe,,1986,8.824325
1464,Europe,,1987,0.0
1465,Europe,,1988,8.531459
1466,Europe,,1989,7.66208
1467,Europe,,1990,0.000105149426
1468,Europe,,1991,0.00013208334
1469,Europe,,1992,0.00022203257
1470,Europe,,1993,0.0002968546
1471,Europe,,1994,0.00033150532
1472,Europe,,1995,0.00042944844
1473,Europe,,1996,0.0004545311
1474,Europe,,1997,0.0005502649
1475,Europe,,1998,0.00064499275
1476,Europe,,1999,0.00077199785
1477,Europe,,2000,0.0007085559
1478,Europe,,2001,0.0018098505
1479,Europe,,2002,0.0029321471
1480,Europe,,2003,0.004264848
1481,Europe,,2004,0.0067059756
1482,Europe,,2005,0.013374304
1483,Europe,,2006,0.022259371
1484,Europe,,2007,0.033653818
1485,Europe,,2008,0.06563884
1486,Europe,,2009,0.13081966
1487,Europe,,2010,0.20552294
1488,Europe,,2011,0.41456795
1489,Europe,,2012,0.63411975
1490,Europe,,2013,0.76367885
1491,Europe,,2014,0.88159406
1492,Europe,,2015,0.97730625
1493,Europe,,2016,0.98907536
1494,Europe,,2017,1.0545881
1495,Europe,,2018,1.1074033
1496,Europe,,2019,1.2356877
1497,Europe,,2020,1.5394292
1498,Europe,,2021,1.6169661
1499,Europe,,1965,0.0
1500,Europe,,1966,0.0
1501,Europe,,1967,0.0
1502,Europe,,1968,0.0
1503,Europe,,1969,0.0
1504,Europe,,1970,0.0
1505,Europe,,1971,0.0
1506,Europe,,1972,0.0
1507,Europe,,1973,0.0
1508,Europe,,1974,0.0
1509,Europe,,1975,0.0
1510,Europe,,1976,0.0
1511,Europe,,1977,0.0
1512,Europe,,1978,0.0
1513,Europe,,1979,0.0
1514,Europe,,1980,0.0
1515,Europe,,1981,0.0
1516,Europe,,1982,0.0
1517,Europe,,1983,0.0
1518,Europe,,1984,1.5049657
1519,Europe,,1985,1.2589097
1520,Europe,,1986,1.2382704
1521,Europe,,1987,0.0
1522,Europe,,1988,1.2002931
1523,Europe,,1989,0.00010802405
